fips,state,county,lessThanHighSchoolProp
29013,MO,Bates County,0.119417827
29015,MO,Benton County,0.130469637
29017,MO,Bollinger County,0.151275741
29019,MO,Boone County,0.050010829
29021,MO,Buchanan County,0.104763382
29023,MO,Butler County,0.158103442
29025,MO,Caldwell County,0.107707674
29027,MO,Callaway County,0.108501045
29029,MO,Camden County,0.086289285
29031,MO,Cape Girardeau County,0.081395794
29033,MO,Carroll County,0.096304966
29035,MO,Carter County,0.130351786
29037,MO,Cass County,0.066727693
29039,MO,Cedar County,0.138376947
29041,MO,Chariton County,0.086490624
29043,MO,Christian County,0.075027863
29045,MO,Clark County,0.13579707
29047,MO,Clay County,0.064487461
29049,MO,Clinton County,0.066548237
29051,MO,Cole County,0.07437646
29053,MO,Cooper County,0.10708555
29055,MO,Crawford County,0.188971537
29057,MO,Dade County,0.107734304
29059,MO,Dallas County,0.131621737
29061,MO,Daviess County,0.128328865
29063,MO,DeKalb County,0.104254324
29065,MO,Dent County,0.161491288
29067,MO,Douglas County,0.162455726
29069,MO,Dunklin County,0.207976304
29071,MO,Franklin County,0.100528444
29073,MO,Gasconade County,0.116545556
29075,MO,Gentry County,0.139660857
29077,MO,Greene County,0.071012363
29079,MO,Grundy County,0.155542132
29081,MO,Harrison County,0.086448184
29083,MO,Henry County,0.114068198
29085,MO,Hickory County,0.108685626
29087,MO,Holt County,0.058431248
29089,MO,Howard County,0.120945741
29091,MO,Howell County,0.141515687
29093,MO,Iron County,0.173227207
29095,MO,Jackson County,0.086338319
29097,MO,Jasper County,0.123872138
29099,MO,Jefferson County,0.092598847
29101,MO,Johnson County,0.070457277
29103,MO,Knox County,0.133008921
29105,MO,Laclede County,0.134734495
29107,MO,Lafayette County,0.09579234
29109,MO,Lawrence County,0.149726473
29111,MO,Lewis County,0.146045241
29113,MO,Lincoln County,0.091508258
29115,MO,Linn County,0.100901779
29117,MO,Livingston County,0.117680608
29119,MO,McDonald County,0.21834426
29121,MO,Macon County,0.09664147
29123,MO,Madison County,0.12471422
29125,MO,Maries County,0.141302556
29127,MO,Marion County,0.103849551
29129,MO,Mercer County,0.125051251
29131,MO,Miller County,0.109979993
29133,MO,Mississippi County,0.201899978
29135,MO,Moniteau County,0.144182524
29137,MO,Monroe County,0.091446396
29139,MO,Montgomery County,0.141573034
29141,MO,Morgan County,0.208866794
29143,MO,New Madrid County,0.177182143
29145,MO,Newton County,0.10757112
29147,MO,Nodaway County,0.060472833
29149,MO,Oregon County,0.166345845
29151,MO,Osage County,0.081487168
29153,MO,Ozark County,0.184473482
29155,MO,Pemiscot County,0.201983597
29157,MO,Perry County,0.138007663
29159,MO,Pettis County,0.126093089
29161,MO,Phelps County,0.09401037
29163,MO,Pike County,0.129432482
29165,MO,Platte County,0.033711453
29167,MO,Polk County,0.107590273
29169,MO,Pulaski County,0.055635284
29171,MO,Putnam County,0.056140351
29173,MO,Ralls County,0.095452683
29175,MO,Randolph County,0.110078878
29177,MO,Ray County,0.106258917
29179,MO,Reynolds County,0.221736278
29181,MO,Ripley County,0.182267934
29183,MO,St. Charles County,0.046199729
29185,MO,St. Clair County,0.119233604
29186,MO,Ste. Genevieve County,0.085983869
29187,MO,St. Francois County,0.140260667
29189,MO,St. Louis County,0.059024393
29195,MO,Saline County,0.129091747
29197,MO,Schuyler County,0.103168755
29199,MO,Scotland County,0.205695142
29201,MO,Scott County,0.144207035
29203,MO,Shannon County,0.142414261
29205,MO,Shelby County,0.113018598
29207,MO,Stoddard County,0.189140811
29209,MO,Stone County,0.099488842
29211,MO,Sullivan County,0.149467054
29213,MO,Taney County,0.099293159
29215,MO,Texas County,0.14862188
29217,MO,Vernon County,0.106600136
29219,MO,Warren County,0.120457077
29221,MO,Washington County,0.1951013
29223,MO,Wayne County,0.182269589
29225,MO,Webster County,0.126809152
29227,MO,Worth County,0.086059744
29229,MO,Wright County,0.170323326
29510,MO,St. Louis city,0.107532494
30000,MT,Montana,0.056479767
30001,MT,Beaverhead County,0.054648241
30003,MT,Big Horn County,0.106048387
30005,MT,Blaine County,0.093166233
30007,MT,Broadwater County,0.070915998
30009,MT,Carbon County,0.04491167
30011,MT,Carter County,0.076923077
30013,MT,Cascade County,0.070434269
30015,MT,Chouteau County,0.079229644
30017,MT,Custer County,0.059249737
30019,MT,Daniels County,0.070714835
30021,MT,Dawson County,0.050160575
30023,MT,Deer Lodge County,0.092818428
30025,MT,Fallon County,0.045148895
30027,MT,Fergus County,0.04679803
30029,MT,Flathead County,0.050553801
30031,MT,Gallatin County,0.025537295
30033,MT,Garfield County,0.023880597
30035,MT,Glacier County,0.114404268
30037,MT,Golden Valley County,0.084394904
30039,MT,Granite County,0.090470446
30041,MT,Hill County,0.088380839
30043,MT,Jefferson County,0.054744526
30045,MT,Judith Basin County,0.050632911
30047,MT,Lake County,0.076711306
30049,MT,Lewis and Clark County,0.043673058
30051,MT,Liberty County,0.273758865
30053,MT,Lincoln County,0.084893224
30055,MT,McCone County,0.039346696
30057,MT,Madison County,0.036042717
30059,MT,Meagher County,0.036440084
30061,MT,Mineral County,0.074539608
30063,MT,Missoula County,0.03655588
30065,MT,Musselshell County,0.086382393
30067,MT,Park County,0.034237775
30069,MT,Petroleum County,0.006024096
30071,MT,Phillips County,0.073988056
30073,MT,Pondera County,0.086522057
30075,MT,Powder River County,0.061633282
30077,MT,Powell County,0.098173095
30079,MT,Prairie County,0.130482456
30081,MT,Ravalli County,0.073969009
30083,MT,Richland County,0.046141607
30085,MT,Roosevelt County,0.095987159
30087,MT,Rosebud County,0.105263158
30089,MT,Sanders County,0.089698891
30091,MT,Sheridan County,0.073986619
30093,MT,Silver Bow County,0.062391034
30095,MT,Stillwater County,0.072871349
30097,MT,Sweet Grass County,0.039427909
30099,MT,Teton County,0.075467178
30101,MT,Toole County,0.105381166
30103,MT,Treasure County,0.089253188
30105,MT,Valley County,0.070043306
30107,MT,Wheatland County,0.094533762
30109,MT,Wibaux County,0.073611111
30111,MT,Yellowstone County,0.049840176
30113,MT,Yellowstone National Park,0
31000,NE,Nebraska,0.082807777
31001,NE,Adams County,0.084278211
31003,NE,Antelope County,0.076780759
31005,NE,Arthur County,0.04375
31007,NE,Banner County,0.07249467
31009,NE,Blaine County,0.079584775
31011,NE,Boone County,0.051760939
31013,NE,Box Butte County,0.094695955
31015,NE,Boyd County,0.049264706
31017,NE,Brown County,0.062561095
31019,NE,Buffalo County,0.07703545
31021,NE,Burt County,0.089384289
31023,NE,Butler County,0.062543554
31025,NE,Cass County,0.056878017
31027,NE,Cedar County,0.057117438
31029,NE,Chase County,0.121011673
31031,NE,Cherry County,0.027332457
31033,NE,Cheyenne County,0.062565641
31035,NE,Clay County,0.070284485
31037,NE,Colfax County,0.265690054
31039,NE,Cuming County,0.106255077
31041,NE,Custer County,0.055744855
31043,NE,Dakota County,0.2206678
31045,NE,Dawes County,0.050864101
31047,NE,Dawson County,0.222765273
31049,NE,Deuel County,0.095411508
31051,NE,Dixon County,0.155820106
31053,NE,Dodge County,0.107602103
31055,NE,Douglas County,0.088056959
31057,NE,Dundy County,0.094180704
31059,NE,Fillmore County,0.056251535
31061,NE,Franklin County,0.077030162
31063,NE,Frontier County,0.057996485
31065,NE,Furnas County,0.095861229
31067,NE,Gage County,0.091022855
31069,NE,Garden County,0.061746988
31071,NE,Garfield County,0.032585083
31073,NE,Gosper County,0.060028249
31075,NE,Grant County,0.070663812
31077,NE,Greeley County,0.082687339
31079,NE,Hall County,0.150998284
31081,NE,Hamilton County,0.032944833
31083,NE,Harlan County,0.071428571
31085,NE,Hayes County,0.065830721
31087,NE,Hitchcock County,0.05013624
31089,NE,Holt County,0.063986165
31091,NE,Hooker County,0.071881607
31093,NE,Howard County,0.046892529
31095,NE,Jefferson County,0.083141321
31097,NE,Johnson County,0.115181866
31099,NE,Kearney County,0.051778478
31101,NE,Keith County,0.103947368
31103,NE,Keya Paha County,0.046925566
31105,NE,Kimball County,0.120608899
31107,NE,Knox County,0.076202048
31109,NE,Lancaster County,0.06670674
31111,NE,Lincoln County,0.060907627
31113,NE,Logan County,0.040707965
31115,NE,Loup County,0.016771488
31117,NE,McPherson County,0.069705094
31119,NE,Madison County,0.079076005
31121,NE,Merrick County,0.068470458
31123,NE,Morrill County,0.093690249
31125,NE,Nance County,0.069462092
31127,NE,Nemaha County,0.091524683
31129,NE,Nuckolls County,0.078633046
31131,NE,Otoe County,0.070173825
31133,NE,Pawnee County,0.147739802
31135,NE,Perkins County,0.105343511
31137,NE,Phelps County,0.079506734
31139,NE,Pierce County,0.056200367
31141,NE,Platte County,0.114337729
31143,NE,Polk County,0.087185165
31145,NE,Red Willow County,0.073356401
31147,NE,Richardson County,0.064363381
31149,NE,Rock County,0.040948276
31151,NE,Saline County,0.198065459
31153,NE,Sarpy County,0.04486222
31155,NE,Saunders County,0.053219228
31157,NE,Scotts Bluff County,0.106423382
31159,NE,Seward County,0.056274315
31161,NE,Sheridan County,0.101379893
31163,NE,Sherman County,0.083716651
31165,NE,Sioux County,0.052287582
31167,NE,Stanton County,0.052080674
31169,NE,Thayer County,0.064754331
31171,NE,Thomas County,0.076404494
31173,NE,Thurston County,0.094664843
31175,NE,Valley County,0.061074061
31177,NE,Washington County,0.043808039
31179,NE,Wayne County,0.038151137
31181,NE,Webster County,0.056541478
31183,NE,Wheeler County,0.05033557
31185,NE,York County,0.056868074
32000,NV,Nevada,0.129804726
32001,NV,Churchill County,0.06456342
32003,NV,Clark County,0.136221616
32005,NV,Douglas County,0.057570854
32007,NV,Elko County,0.110540815
32009,NV,Esmeralda County,0.197940503
32011,NV,Eureka County,0.049407115
32013,NV,Humboldt County,0.140007093
32015,NV,Lander County,0.11865285
32017,NV,Lincoln County,0.131822249
32019,NV,Lyon County,0.134013979
32021,NV,Mineral County,0.112263575
32023,NV,Nye County,0.135474932
32027,NV,Pershing County,0.158988434
32029,NV,Storey County,0.060486522
32031,NV,Washoe County,0.114533594
32033,NV,White Pine County,0.095389049
32510,NV,Carson City,0.123151411
33000,NH,New Hampshire,0.063693964
33001,NH,Belknap County,0.064505926
33003,NH,Carroll County,0.049067563
33005,NH,Cheshire County,0.063065234
33007,NH,Coos County,0.108292563
33009,NH,Grafton County,0.070078936
33011,NH,Hillsborough County,0.070920611
33013,NH,Merrimack County,0.067992098
33015,NH,Rockingham County,0.044780613
33017,NH,Strafford County,0.061662943
33019,NH,Sullivan County,0.093139989
34000,NJ,New Jersey,0.094964818
34001,NJ,Atlantic County,0.12200708
34003,NJ,Bergen County,0.071022875
34005,NJ,Burlington County,0.060363784
34007,NJ,Camden County,0.108164315
34009,NJ,Cape May County,0.059534237
34011,NJ,Cumberland County,0.192211859
34013,NJ,Essex County,0.133364875
34015,NJ,Gloucester County,0.063272898
34017,NJ,Hudson County,0.132181572
34019,NJ,Hunterdon County,0.043108466
34021,NJ,Mercer County,0.104410937
34023,NJ,Middlesex County,0.100771683
34025,NJ,Monmouth County,0.058814305
34027,NJ,Morris County,0.054460907
34029,NJ,Ocean County,0.071667912
34031,NJ,Passaic County,0.149777331
34033,NJ,Salem County,0.095235998
34035,NJ,Somerset County,0.056539699
34037,NJ,Sussex County,0.046352489
34039,NJ,Union County,0.127344498
34041,NJ,Warren County,0.068046509
35000,NM,New Mexico,0.132279434
35001,NM,Bernalillo County,0.097136802
35003,NM,Catron County,0.051571038
35005,NM,Chaves County,0.201104177
35006,NM,Cibola County,0.181842907
35007,NM,Colfax County,0.10353069
35009,NM,Curry County,0.192654424
35011,NM,De Baca County,0.19123506
35013,NM,Dona Ana County,0.192556949
35015,NM,Eddy County,0.169706502
35017,NM,Grant County,0.127913839
35019,NM,Guadalupe County,0.16300578
35021,NM,Harding County,0.133995037
35023,NM,Hidalgo County,0.167858359
35025,NM,Lea County,0.237654108
35027,NM,Lincoln County,0.098835318
35028,NM,Los Alamos County,0.018193823
35029,NM,Luna County,0.292031038
35031,NM,McKinley County,0.208780574
35033,NM,Mora County,0.08124816
35035,NM,Otero County,0.136706831
35037,NM,Quay County,0.157707254
35039,NM,Rio Arriba County,0.137254193
35041,NM,Roosevelt County,0.169483986
35043,NM,Sandoval County,0.086205882
35045,NM,San Juan County,0.141494118
35047,NM,San Miguel County,0.152819216
35049,NM,Santa Fe County,0.099135161
35051,NM,Sierra County,0.104745244
35053,NM,Socorro County,0.161370774
35055,NM,Taos County,0.078930152
35057,NM,Torrance County,0.126432354
35059,NM,Union County,0.156530753
35061,NM,Valencia County,0.152190802
36000,NY,New York,0.125676227
36001,NY,Albany County,0.071845487
36003,NY,Allegany County,0.090009661
36005,NY,Bronx County,0.258710362
36007,NY,Broome County,0.094238493
36009,NY,Cattaraugus County,0.103991854
36011,NY,Cayuga County,0.11924017
36013,NY,Chautauqua County,0.10674759
36015,NY,Chemung County,0.105431792
36017,NY,Chenango County,0.112006115
36019,NY,Clinton County,0.124544581
36021,NY,Columbia County,0.087790883
36023,NY,Cortland County,0.099294389
36025,NY,Delaware County,0.099433454
36027,NY,Dutchess County,0.084716074
36029,NY,Erie County,0.079031846
36031,NY,Essex County,0.088537167
36033,NY,Franklin County,0.118583297
36035,NY,Fulton County,0.126877012
36037,NY,Genesee County,0.074013866
36039,NY,Greene County,0.1206677
36041,NY,Hamilton County,0.203011292
36043,NY,Herkimer County,0.091333969
36045,NY,Jefferson County,0.088292696
36047,NY,Kings County,0.16304327
36049,NY,Lewis County,0.08862056
36051,NY,Livingston County,0.081380688
36053,NY,Madison County,0.07243076
36055,NY,Monroe County,0.089072093
36057,NY,Montgomery County,0.113450531
36059,NY,Nassau County,0.08297058
36061,NY,New York County,0.116162507
36063,NY,Niagara County,0.083725774
36065,NY,Oneida County,0.111849522
36067,NY,Onondaga County,0.086834751
36069,NY,Ontario County,0.067346246
36071,NY,Orange County,0.100838488
36073,NY,Orleans County,0.130124537
36075,NY,Oswego County,0.10273768
36077,NY,Otsego County,0.071687749
36079,NY,Putnam County,0.066660051
36081,NY,Queens County,0.172982753
36083,NY,Rensselaer County,0.077159191
36085,NY,Richmond County,0.113993188
36087,NY,Rockland County,0.111441073
36089,NY,St. Lawrence County,0.113976463
36091,NY,Saratoga County,0.062889294
36093,NY,Schenectady County,0.086694619
36095,NY,Schoharie County,0.093747092
36097,NY,Schuyler County,0.091756919
36099,NY,Seneca County,0.152527849
36101,NY,Steuben County,0.084753632
36103,NY,Suffolk County,0.096074979
36105,NY,Sullivan County,0.133739426
36107,NY,Tioga County,0.07302821
36109,NY,Tompkins County,0.050444101
36111,NY,Ulster County,0.085815555
36113,NY,Warren County,0.08487025
36115,NY,Washington County,0.113249379
36117,NY,Wayne County,0.096630769
36119,NY,Westchester County,0.111483109
36121,NY,Wyoming County,0.11593028
36123,NY,Yates County,0.138126888
37000,NC,North Carolina,0.109625913
37001,NC,Alamance County,0.12287005
37003,NC,Alexander County,0.149759377
37005,NC,Alleghany County,0.205415722
37007,NC,Anson County,0.175217147
37009,NC,Ashe County,0.129778128
37011,NC,Avery County,0.138880729
37013,NC,Beaufort County,0.123141861
37015,NC,Bertie County,0.198375185
37017,NC,Bladen County,0.15015811
37019,NC,Brunswick County,0.072078929
37021,NC,Buncombe County,0.081340634
37023,NC,Burke County,0.166864016
37025,NC,Cabarrus County,0.093209599
37027,NC,Caldwell County,0.185163521
37029,NC,Camden County,0.100541591
37031,NC,Carteret County,0.079201408
37033,NC,Caswell County,0.175284943
37035,NC,Catawba County,0.135046843
37037,NC,Chatham County,0.105257445
37039,NC,Cherokee County,0.101605733
37041,NC,Chowan County,0.154785762
37043,NC,Clay County,0.111533436
37045,NC,Cleveland County,0.136513013
37047,NC,Columbus County,0.159552231
37049,NC,Craven County,0.102985695
37051,NC,Cumberland County,0.080224214
37053,NC,Currituck County,0.077370417
37055,NC,Dare County,0.04706395
37057,NC,Davidson County,0.142127645
37059,NC,Davie County,0.098014643
37061,NC,Duplin County,0.203227717
37063,NC,Durham County,0.100662968
37065,NC,Edgecombe County,0.153957459
37067,NC,Forsyth County,0.10731549
37069,NC,Franklin County,0.134961521
37071,NC,Gaston County,0.133027289
37073,NC,Gates County,0.106490478
37075,NC,Graham County,0.174608636
37077,NC,Granville County,0.139419068
37079,NC,Greene County,0.223770942
37081,NC,Guilford County,0.098114996
37083,NC,Halifax County,0.201351467
37085,NC,Harnett County,0.115531435
37087,NC,Haywood County,0.102692805
37089,NC,Henderson County,0.083686809
37091,NC,Hertford County,0.162305699
37093,NC,Hoke County,0.122697564
37095,NC,Hyde County,0.212824765
37097,NC,Iredell County,0.089172876
37099,NC,Jackson County,0.108222142
37101,NC,Johnston County,0.112778755
37103,NC,Jones County,0.16606446
37105,NC,Lee County,0.143926377
37107,NC,Lenoir County,0.189880658
37109,NC,Lincoln County,0.111098506
37111,NC,McDowell County,0.145997053
37113,NC,Macon County,0.111547697
37115,NC,Madison County,0.104302054
37117,NC,Martin County,0.175
37119,NC,Mecklenburg County,0.091710398
37121,NC,Mitchell County,0.1169228
37123,NC,Montgomery County,0.177177343
37125,NC,Moore County,0.077091299
37127,NC,Nash County,0.126401272
37129,NC,New Hanover County,0.062124713
37131,NC,Northampton County,0.190518192
37133,NC,Onslow County,0.082300478
37135,NC,Orange County,0.062906276
37137,NC,Pamlico County,0.104057524
37139,NC,Pasquotank County,0.107680586
37141,NC,Pender County,0.10634271
37143,NC,Perquimans County,0.137106661
37145,NC,Person County,0.122009827
37147,NC,Pitt County,0.100866153
37149,NC,Polk County,0.073475046
37151,NC,Randolph County,0.161033259
37153,NC,Richmond County,0.17328483
37155,NC,Robeson County,0.220899953
37157,NC,Rockingham County,0.162262888
37159,NC,Rowan County,0.131267997
37161,NC,Rutherford County,0.144827438
37163,NC,Sampson County,0.181854667
37165,NC,Scotland County,0.186660911
37167,NC,Stanly County,0.139487979
37169,NC,Stokes County,0.136865208
37171,NC,Surry County,0.189866161
37173,NC,Swain County,0.149482402
37175,NC,Transylvania County,0.080188679
37177,NC,Tyrrell County,0.237589996
37179,NC,Union County,0.09877082
37181,NC,Vance County,0.155644044
37183,NC,Wake County,0.063387874
37185,NC,Warren County,0.142734184
37187,NC,Washington County,0.164512486
37189,NC,Watauga County,0.069290991
37191,NC,Wayne County,0.141630846
37193,NC,Wilkes County,0.188270639
37195,NC,Wilson County,0.178286224
37197,NC,Yadkin County,0.143794547
37199,NC,Yancey County,0.120387219
38000,ND,North Dakota,0.067138721
38001,ND,Adams County,0.072830906
38003,ND,Barnes County,0.051742344
38005,ND,Benson County,0.133666275
38007,ND,Billings County,0.058333333
38009,ND,Bottineau County,0.067387875
38011,ND,Bowman County,0.09683605
38013,ND,Burke County,0.05952381
38015,ND,Burleigh County,0.051129211
38017,ND,Cass County,0.047455467
38019,ND,Cavalier County,0.055240257
38021,ND,Dickey County,0.077723378
38023,ND,Divide County,0.072704082
38025,ND,Dunn County,0.107987659
38027,ND,Eddy County,0.103773585
38029,ND,Emmons County,0.112772838
38031,ND,Foster County,0.076409186
38033,ND,Golden Valley County,0.059479554
38035,ND,Grand Forks County,0.046369345
38037,ND,Grant County,0.066590126
38039,ND,Griggs County,0.075949367
38041,ND,Hettinger County,0.113452188
38043,ND,Kidder County,0.109689214
38045,ND,LaMoure County,0.116825613
38047,ND,Logan County,0.101568335
38049,ND,McHenry County,0.078328982
38051,ND,McIntosh County,0.153653654
38053,ND,McKenzie County,0.067217829
38055,ND,McLean County,0.076485641
38057,ND,Mercer County,0.097198785
38059,ND,Morton County,0.080337054
38061,ND,Mountrail County,0.105013882
38063,ND,Nelson County,0.066996403
38065,ND,Oliver County,0.062843676
38067,ND,Pembina County,0.094385188
38069,ND,Pierce County,0.069473684
38071,ND,Ramsey County,0.089224521
38073,ND,Ransom County,0.074747475
38075,ND,Renville County,0.064220183
38077,ND,Richland County,0.074964639
38079,ND,Rolette County,0.134505372
38081,ND,Sargent County,0.061327561
38083,ND,Sheridan County,0.126074499
38085,ND,Sioux County,0.153298529
38087,ND,Slope County,0.089655172
38089,ND,Stark County,0.078240653
38091,ND,Steele County,0.037650602
38093,ND,Stutsman County,0.084898723
38095,ND,Towner County,0.119311193
38097,ND,Traill County,0.057032826
38099,ND,Walsh County,0.128688856
38101,ND,Ward County,0.061977732
38103,ND,Wells County,0.085394781
38105,ND,Williams County,0.087636152
39000,OH,Ohio,0.088610977
39001,OH,Adams County,0.16327834
39003,OH,Allen County,0.088528025
39005,OH,Ashland County,0.103159032
39007,OH,Ashtabula County,0.136059566
39009,OH,Athens County,0.090838141
39011,OH,Auglaize County,0.063205562
39013,OH,Belmont County,0.084766037
39015,OH,Brown County,0.132776413
39017,OH,Butler County,0.084786216
39019,OH,Carroll County,0.10276129
39021,OH,Champaign County,0.08808731
39023,OH,Clark County,0.112584917
39025,OH,Clermont County,0.094551438
39027,OH,Clinton County,0.087914416
39029,OH,Columbiana County,0.104886188
39031,OH,Coshocton County,0.157153008
39033,OH,Crawford County,0.099658565
39035,OH,Cuyahoga County,0.092830242
39037,OH,Darke County,0.087319558
39039,OH,Defiance County,0.078881869
39041,OH,Delaware County,0.027915815
39043,OH,Erie County,0.080987464
39045,OH,Fairfield County,0.064501286
39047,OH,Fayette County,0.157541505
39049,OH,Franklin County,0.085394376
39051,OH,Fulton County,0.068938383
39053,OH,Gallia County,0.149111486
39055,OH,Geauga County,0.09411425
39057,OH,Greene County,0.059769442
39059,OH,Guernsey County,0.141337386
39061,OH,Hamilton County,0.080583536
39063,OH,Hancock County,0.065574088
39065,OH,Hardin County,0.095448496
39067,OH,Harrison County,0.116177862
39069,OH,Henry County,0.06425955
39071,OH,Highland County,0.16273473
39073,OH,Hocking County,0.118912684
39075,OH,Holmes County,0.434409262
39077,OH,Huron County,0.100454329
39079,OH,Jackson County,0.125516622
39081,OH,Jefferson County,0.072841997
39083,OH,Knox County,0.082592556
39085,OH,Lake County,0.069636008
39087,OH,Lawrence County,0.110515204
39089,OH,Licking County,0.071697517
39091,OH,Logan County,0.071878427
39093,OH,Lorain County,0.090985048
39095,OH,Lucas County,0.098369089
39097,OH,Madison County,0.116461295
39099,OH,Mahoning County,0.08566788
39101,OH,Marion County,0.100628931
39103,OH,Medina County,0.049336146
39105,OH,Meigs County,0.148702406
39107,OH,Mercer County,0.070891089
39109,OH,Miami County,0.068166671
39111,OH,Monroe County,0.101629328
39113,OH,Montgomery County,0.089709504
39115,OH,Morgan County,0.153111
39117,OH,Morrow County,0.110391739
39119,OH,Muskingum County,0.101766318
39121,OH,Noble County,0.149805086
39123,OH,Ottawa County,0.076440856
39125,OH,Paulding County,0.102637042
39127,OH,Perry County,0.111601848
39129,OH,Pickaway County,0.12809644
39131,OH,Pike County,0.148766482
39133,OH,Portage County,0.076040646
39135,OH,Preble County,0.086454832
39137,OH,Putnam County,0.054238176
39139,OH,Richland County,0.115523092
39141,OH,Ross County,0.112126641
39143,OH,Sandusky County,0.074060667
39145,OH,Scioto County,0.140147564
39147,OH,Seneca County,0.069805456
39149,OH,Shelby County,0.103788563
39151,OH,Stark County,0.077031138
39153,OH,Summit County,0.073767226
39155,OH,Trumbull County,0.107866347
39157,OH,Tuscarawas County,0.116306917
39159,OH,Union County,0.056354543
39161,OH,Van Wert County,0.071151424
39163,OH,Vinton County,0.197549939
39165,OH,Warren County,0.053984243
39167,OH,Washington County,0.086001212
39169,OH,Wayne County,0.139167601
39171,OH,Williams County,0.083133277
39173,OH,Wood County,0.050400331
39175,OH,Wyandot County,0.063692187
40000,OK,Oklahoma,0.11250082
40001,OK,Adair County,0.19020979
40003,OK,Alfalfa County,0.144527596
40005,OK,Atoka County,0.163071002
40007,OK,Beaver County,0.151238208
40009,OK,Beckham County,0.147980593
40011,OK,Blaine County,0.170064802
40013,OK,Bryan County,0.128878125
40015,OK,Caddo County,0.143363121
40017,OK,Canadian County,0.079428822
40019,OK,Carter County,0.128132491
40021,OK,Cherokee County,0.118009304
40023,OK,Choctaw County,0.163414133
40025,OK,Cimarron County,0.138149556
40027,OK,Cleveland County,0.079887428
40029,OK,Coal County,0.151169265
40031,OK,Comanche County,0.093946931
40033,OK,Cotton County,0.163811007
40035,OK,Craig County,0.131352935
40037,OK,Creek County,0.101980178
40039,OK,Custer County,0.117800736
40041,OK,Delaware County,0.148274811
40043,OK,Dewey County,0.073971656
40045,OK,Ellis County,0.122114669
40047,OK,Garfield County,0.118066755
40049,OK,Garvin County,0.118334677
40051,OK,Grady County,0.097615979
40053,OK,Grant County,0.090583602
40055,OK,Greer County,0.170677251
40057,OK,Harmon County,0.182643222
40059,OK,Harper County,0.107578397
40061,OK,Haskell County,0.153071375
40063,OK,Hughes County,0.166556583
40065,OK,Jackson County,0.136264558
40067,OK,Jefferson County,0.165222102
40069,OK,Johnston County,0.128267045
40071,OK,Kay County,0.117318818
40073,OK,Kingfisher County,0.107932915
40075,OK,Kiowa County,0.139558402
40077,OK,Latimer County,0.13560362
40079,OK,Le Flore County,0.15782661
40081,OK,Lincoln County,0.110130252
40083,OK,Logan County,0.083584106
40085,OK,Love County,0.157104637
40087,OK,McClain County,0.106853086
40089,OK,McCurtain County,0.159355373
40091,OK,McIntosh County,0.136968656
40093,OK,Major County,0.104600115
40095,OK,Marshall County,0.187286528
40097,OK,Mayes County,0.119452401
40099,OK,Murray County,0.143502469
40101,OK,Muskogee County,0.13712533
40103,OK,Noble County,0.104477612
40105,OK,Nowata County,0.108867294
40107,OK,Okfuskee County,0.182231196
40109,OK,Oklahoma County,0.11582157
40111,OK,Okmulgee County,0.134154772
40113,OK,Osage County,0.106781532
40115,OK,Ottawa County,0.137040016
40117,OK,Pawnee County,0.112058578
40119,OK,Payne County,0.079175193
40121,OK,Pittsburg County,0.129801583
40123,OK,Pontotoc County,0.10588521
40125,OK,Pottawatomie County,0.113444068
40127,OK,Pushmataha County,0.144826698
40129,OK,Roger Mills County,0.08708456
40131,OK,Rogers County,0.081401308
40133,OK,Seminole County,0.159791852
40135,OK,Sequoyah County,0.174573689
40137,OK,Stephens County,0.121288629
40139,OK,Texas County,0.268063308
40141,OK,Tillman County,0.210106941
40143,OK,Tulsa County,0.101744425
40145,OK,Wagoner County,0.09003549
40147,OK,Washington County,0.094905263
40149,OK,Washita County,0.104415515
40151,OK,Woods County,0.085023976
40153,OK,Woodward County,0.121016365
41000,OR,Oregon,0.08501122
41001,OR,Baker County,0.09216214
41003,OR,Benton County,0.037065223
41005,OR,Clackamas County,0.056636133
41007,OR,Clatsop County,0.078671154
41009,OR,Columbia County,0.095447327
41011,OR,Coos County,0.100419968
41013,OR,Crook County,0.091588268
41015,OR,Curry County,0.080884293
41017,OR,Deschutes County,0.056698146
41019,OR,Douglas County,0.094551871
41021,OR,Gilliam County,0.065629229
41023,OR,Grant County,0.094621335
41025,OR,Harney County,0.093199926
41027,OR,Hood River County,0.167520429
41029,OR,Jackson County,0.091304157
41031,OR,Jefferson County,0.12155126
41033,OR,Josephine County,0.091917688
41035,OR,Klamath County,0.116319516
41037,OR,Lake County,0.139446823
41039,OR,Lane County,0.071132709
41041,OR,Lincoln County,0.072586933
41043,OR,Linn County,0.098176845
41045,OR,Malheur County,0.185103027
41047,OR,Marion County,0.143277224
41049,OR,Morrow County,0.225444957
41051,OR,Multnomah County,0.076329929
41053,OR,Polk County,0.084265859
41055,OR,Sherman County,0.126848249
41057,OR,Tillamook County,0.093322212
41059,OR,Umatilla County,0.167621229
41061,OR,Union County,0.07253501
41063,OR,Wallowa County,0.059888829
41065,OR,Wasco County,0.129749719
41067,OR,Washington County,0.070059193
41069,OR,Wheeler County,0.103964758
41071,OR,Yamhill County,0.09884538
42000,PA,Pennsylvania,0.086415657
42001,PA,Adams County,0.10238092
42003,PA,Allegheny County,0.049141866
42005,PA,Armstrong County,0.076072462
42007,PA,Beaver County,0.054514784
42009,PA,Bedford County,0.105349157
